date,mxf_dealer_long_oi,mxf_dealer_short_oi,mxf_dealer_net_oi,mxf_foreigner_long_oi,mxf_foreigner_short_oi,mxf_foreigner_net_oi,mxf_trust_long_oi,mxf_trust_short_oi,mxf_trust_net_oi,mxf_long_oi,mxf_short_oi,mxf_net_oi
2008-04-21,1659,3147,-1488,0,138,-138,0,15,-15,1659,3300,-1641
2008-04-22,1829,3387,-1558,0,368,-368,0,12,-12,1829,3767,-1938
2008-04-23,1806,3473,-1667,0,64,-64,0,15,-15,1806,3552,-1746
2008-04-24,2414,3510,-1096,306,0,306,0,15,-15,2720,3525,-805
2008-04-25,2889,3808,-919,1,177,-176,0,9,-9,2890,3994,-1104
2008-04-28,4756,3698,1058,360,7,353,0,12,-12,5116,3717,1399
2008-04-29,3857,4516,-659,1,200,-199,0,12,-12,3858,4728,-870
2008-04-30,4526,4636,-110,299,0,299,0,9,-9,4825,4645,180
2008-05-02,2460,2736,-276,298,179,119,0,9,-9,2758,2924,-166
2008-05-05,1895,2860,-965,0,270,-270,0,9,-9,1895,3139,-1244
2008-05-06,2187,2754,-567,183,232,-49,0,7,-7,2370,2993,-623
2008-05-07,2393,2311,82,436,0,436,0,12,-12,2829,2323,506
2008-05-08,2000,2394,-394,266,131,135,0,12,-12,2266,2537,-271
2008-05-09,1449,2913,-1464,0,248,-248,0,9,-9,1449,3170,-1721
2008-05-12,1905,2557,-652,401,88,313,0,9,-9,2306,2654,-348
2008-05-13,3437,2414,1023,649,0,649,0,9,-9,4086,2423,1663
2008-05-14,3025,2540,485,566,200,366,0,9,-9,3591,2749,842
2008-05-15,3495,2522,973,499,0,499,0,9,-9,3994,2531,1463
2008-05-16,4058,2935,1123,552,3,549,0,9,-9,4610,2947,1663
2008-05-19,2955,2876,79,25,3,22,0,9,-9,2980,2888,92
2008-05-20,4590,7329,-2739,0,351,-351,0,8,-8,4590,7688,-3098
2008-05-21,4546,8508,-3962,12,148,-136,0,8,-8,4558,8664,-4106
2008-05-22,615,8487,-7872,158,149,9,0,7,-7,773,8643,-7870
2008-05-23,648,9418,-8770,0,506,-506,0,7,-7,648,9931,-9283
2008-05-26,920,9893,-8973,0,281,-281,0,12,-12,920,10186,-9266
2008-05-27,1038,9358,-8320,0,121,-121,0,7,-7,1038,9486,-8448
2008-05-28,1260,9561,-8301,0,695,-695,0,7,-7,1260,10263,-9003
2008-05-29,1656,10259,-8603,0,811,-811,0,9,-9,1656,11079,-9423
2008-05-30,1920,11294,-9374,0,1092,-1092,0,9,-9,1920,12395,-10475
2008-06-02,1840,11355,-9515,0,775,-775,0,9,-9,1840,12139,-10299
2008-06-03,1841,12354,-10513,0,1264,-1264,0,9,-9,1841,13627,-11786
2008-06-04,1848,11705,-9857,307,1003,-696,0,9,-9,2155,12717,-10562
2008-06-05,349,7948,-7599,219,1003,-784,0,9,-9,568,8960,-8392
2008-06-06,498,8170,-7672,0,1087,-1087,0,9,-9,498,9266,-8768
2008-06-09,442,9294,-8852,0,1023,-1023,0,17,-17,442,10334,-9892
2008-06-10,454,10734,-10280,0,1480,-1480,0,19,-19,454,12233,-11779
2008-06-11,493,11348,-10855,0,1343,-1343,0,19,-19,493,12710,-12217
2008-06-12,1909,11701,-9792,6,1644,-1638,0,19,-19,1915,13364,-11449
2008-06-13,2671,11501,-8830,0,1570,-1570,0,19,-19,2671,13090,-10419
2008-06-16,2146,10810,-8664,2,1340,-1338,0,19,-19,2148,12169,-10021
2008-06-17,786,9778,-8992,45,1503,-1458,0,19,-19,831,11300,-10469
2008-06-18,903,9450,-8547,55,1525,-1470,0,19,-19,958,10994,-10036
2008-06-19,146,7101,-6955,7,982,-975,0,13,-13,153,8096,-7943
2008-06-20,283,7289,-7006,0,1247,-1247,0,13,-13,283,8549,-8266
2008-06-23,817,8249,-7432,0,788,-788,0,13,-13,817,9050,-8233
2008-06-24,1108,8884,-7776,0,1012,-1012,0,13,-13,1108,9909,-8801
2008-06-25,1471,9518,-8047,0,726,-726,0,13,-13,1471,10257,-8786
2008-06-26,1639,10145,-8506,0,1322,-1322,0,13,-13,1639,11480,-9841
2008-06-27,1615,10082,-8467,145,1356,-1211,0,13,-13,1760,11451,-9691
2008-06-30,1682,10406,-8724,229,1444,-1215,0,13,-13,1911,11863,-9952
2008-07-01,210,8176,-7966,0,1532,-1532,0,13,-13,210,9721,-9511
2008-07-02,207,8741,-8534,262,1508,-1246,0,13,-13,469,10262,-9793
2008-07-03,1495,8668,-7173,236,1424,-1188,0,13,-13,1731,10105,-8374
2008-07-04,265,8488,-8223,0,1828,-1828,0,13,-13,265,10329,-10064
2008-07-07,374,7581,-7207,0,1377,-1377,0,13,-13,374,8971,-8597
2008-07-08,755,8744,-7989,0,1806,-1806,0,13,-13,755,10563,-9808
2008-07-09,965,8391,-7426,0,1726,-1726,0,13,-13,965,10130,-9165
2008-07-10,466,8515,-8049,0,1495,-1495,0,13,-13,466,10023,-9557
2008-07-11,911,7872,-6961,243,1502,-1259,0,13,-13,1154,9387,-8233
2008-07-14,643,9363,-8720,0,1878,-1878,0,13,-13,643,11254,-10611
2008-07-15,788,8216,-7428,0,1785,-1785,0,13,-13,788,10014,-9226
2008-07-16,499,7160,-6661,106,848,-742,0,3,-3,605,8011,-7406
2008-07-17,1228,3185,-1957,248,651,-403,0,3,-3,1476,3839,-2363
2008-07-18,1271,3726,-2455,248,876,-628,0,53,-53,1519,4655,-3136
2008-07-21,1481,2134,-653,514,804,-290,0,3,-3,1995,2941,-946
2008-07-22,1299,2559,-1260,514,1165,-651,0,113,-113,1813,3837,-2024
2008-07-23,2033,1851,182,514,973,-459,0,3,-3,2547,2827,-280
2008-07-24,1950,1626,324,514,862,-348,0,131,-131,2464,2619,-155
2008-07-25,1418,1792,-374,514,1126,-612,0,3,-3,1932,2921,-989
2008-07-29,1343,3410,-2067,514,1194,-680,0,180,-180,1857,4784,-2927
2008-07-30,1709,3939,-2230,514,1210,-696,0,3,-3,2223,5152,-2929
2008-07-31,2011,5521,-3510,209,977,-768,0,3,-3,2220,6501,-4281
2008-08-01,1677,5527,-3850,0,845,-845,0,118,-118,1677,6490,-4813
2008-08-04,1649,4596,-2947,0,412,-412,0,3,-3,1649,5011,-3362
2008-08-05,1034,4320,-3286,0,1084,-1084,0,203,-203,1034,5607,-4573
2008-08-06,1569,2596,-1027,0,823,-823,0,3,-3,1569,3422,-1853
2008-08-07,1352,2636,-1284,89,764,-675,0,151,-151,1441,3551,-2110
2008-08-08,2847,2526,321,318,975,-657,0,3,-3,3165,3504,-339
2008-08-11,2940,2513,427,318,1228,-910,1,3,-2,3259,3744,-485
2008-08-12,2854,2877,-23,402,1173,-771,2,3,-1,3258,4053,-795
2008-08-13,2064,3170,-1106,269,1439,-1170,2,3,-1,2335,4612,-2277
2008-08-14,2637,3015,-378,0,1290,-1290,2,63,-61,2639,4368,-1729
2008-08-15,2415,4146,-1731,0,1703,-1703,2,3,-1,2417,5852,-3435
2008-08-18,1804,5826,-4022,0,1406,-1406,2,53,-51,1806,7285,-5479
2008-08-19,3566,6198,-2632,128,1185,-1057,2,3,-1,3696,7386,-3690
2008-08-20,1228,4732,-3504,80,1228,-1148,2,145,-143,1310,6105,-4795
2008-08-21,353,4453,-4100,11,182,-171,2,3,-1,366,4638,-4272
2008-08-22,1083,4793,-3710,195,641,-446,2,93,-91,1280,5527,-4247
2008-08-25,1567,4534,-2967,524,421,103,2,3,-1,2093,4958,-2865
2008-08-26,1344,4663,-3319,504,249,255,2,3,-1,1850,4915,-3065
2008-08-27,963,3194,-2231,557,0,557,2,3,-1,1522,3197,-1675
2008-08-28,514,4184,-3670,611,0,611,2,3,-1,1127,4187,-3060
2008-08-29,547,4091,-3544,370,324,46,2,3,-1,919,4418,-3499
2008-09-01,1214,5230,-4016,435,958,-523,2,3,-1,1651,6191,-4540
2008-09-02,1506,5872,-4366,453,560,-107,2,3,-1,1961,6435,-4474
2008-09-03,724,6549,-5825,449,982,-533,2,3,-1,1175,7534,-6359
2008-09-04,862,6490,-5628,457,1041,-584,1,3,-2,1320,7534,-6214
2008-09-05,1052,6183,-5131,437,347,90,0,3,-3,1489,6533,-5044
2008-09-08,2037,5294,-3257,485,495,-10,0,3,-3,2522,5792,-3270
2008-09-09,1172,6552,-5380,395,477,-82,0,3,-3,1567,7032,-5465
2008-09-10,1210,6693,-5483,318,355,-37,0,3,-3,1528,7051,-5523
2008-09-11,1470,7825,-6355,11,481,-470,0,3,-3,1481,8309,-6828
2008-09-12,2109,8071,-5962,11,375,-364,0,3,-3,2120,8449,-6329
2008-09-15,3047,7941,-4894,396,190,206,0,3,-3,3443,8134,-4691
2008-09-16,1737,9526,-7789,331,39,292,0,3,-3,2068,9568,-7500
2008-09-17,1131,10150,-9019,11,227,-216,0,3,-3,1142,10380,-9238
2008-09-18,1707,6735,-5028,11,119,-108,0,0,0,1718,6854,-5136
2008-09-19,3263,4638,-1375,11,175,-164,0,3,-3,3274,4816,-1542
2008-09-22,4034,4882,-848,11,175,-164,0,3,-3,4045,5060,-1015
2008-09-23,4498,5666,-1168,11,88,-77,0,3,-3,4509,5757,-1248
2008-09-24,4851,6177,-1326,11,200,-189,0,3,-3,4862,6380,-1518
2008-09-25,5388,7203,-1815,11,429,-418,0,3,-3,5399,7635,-2236
2008-09-26,6131,8342,-2211,11,883,-872,0,3,-3,6142,9228,-3086
2008-09-30,5009,7854,-2845,11,883,-872,0,3,-3,5020,8740,-3720
2008-10-01,5259,8042,-2783,11,483,-472,0,3,-3,5270,8528,-3258
2008-10-02,5513,8792,-3279,11,856,-845,0,3,-3,5524,9651,-4127
2008-10-03,6866,10326,-3460,11,498,-487,0,3,-3,6877,10827,-3950
2008-10-06,7329,10563,-3234,11,1031,-1020,0,3,-3,7340,11597,-4257
2008-10-07,7485,10007,-2522,11,1002,-991,0,3,-3,7496,11012,-3516
2008-10-08,7097,10490,-3393,11,821,-810,0,3,-3,7108,11314,-4206
2008-10-09,6873,9892,-3019,11,1004,-993,0,3,-3,6884,10899,-4015
2008-10-13,10385,13172,-2787,11,901,-890,0,3,-3,10396,14076,-3680
2008-10-14,14774,13873,901,11,1043,-1032,0,6,-6,14785,14922,-137
2008-10-15,7626,7174,452,11,930,-919,0,3,-3,7637,8107,-470
2008-10-16,1123,6141,-5018,11,158,-147,0,3,-3,1134,6302,-5168
2008-10-17,2053,9485,-7432,11,322,-311,0,3,-3,2064,9810,-7746
2008-10-20,2910,9106,-6196,11,149,-138,0,3,-3,2921,9258,-6337
2008-10-21,3188,8102,-4914,11,459,-448,0,3,-3,3199,8564,-5365
2008-10-22,3493,9278,-5785,11,469,-458,0,3,-3,3504,9750,-6246
2008-10-23,3906,10603,-6697,11,558,-547,0,3,-3,3917,11164,-7247
2008-10-24,5098,12193,-7095,11,638,-627,0,3,-3,5109,12834,-7725
2008-10-27,5175,12029,-6854,11,632,-621,0,3,-3,5186,12664,-7478
2008-10-28,4891,9742,-4851,11,555,-544,0,3,-3,4902,10300,-5398
2008-10-29,4932,7842,-2910,11,902,-891,0,3,-3,4943,8747,-3804
2008-10-30,5082,5368,-286,11,492,-481,0,3,-3,5093,5863,-770
2008-10-31,5169,6059,-890,11,774,-763,0,3,-3,5180,6836,-1656
2008-11-03,1076,3828,-2752,11,1765,-1754,0,3,-3,1087,5596,-4509
2008-11-04,1219,4891,-3672,11,2015,-2004,0,3,-3,1230,6909,-5679
2008-11-05,1077,4900,-3823,11,2066,-2055,0,0,0,1088,6966,-5878
2008-11-06,986,5179,-4193,11,1903,-1892,0,0,0,997,7082,-6085
2008-11-07,1761,4446,-2685,11,1782,-1771,0,0,0,1772,6228,-4456
2008-11-10,1881,4842,-2961,11,1782,-1771,0,0,0,1892,6624,-4732
2008-11-11,1922,4413,-2491,12,1746,-1734,0,0,0,1934,6159,-4225
2008-11-12,1426,4114,-2688,11,1667,-1656,0,0,0,1437,5781,-4344
2008-11-13,1792,4261,-2469,11,1923,-1912,0,0,0,1803,6184,-4381
2008-11-14,2042,5310,-3268,10,2147,-2137,0,0,0,2052,7457,-5405
2008-11-17,1390,4808,-3418,10,1933,-1923,0,0,0,1400,6741,-5341
2008-11-18,1398,6015,-4617,10,2589,-2579,0,0,0,1408,8604,-7196
2008-11-19,1046,6740,-5694,65,1094,-1029,0,0,0,1111,7834,-6723
2008-11-20,1523,5055,-3532,10,479,-469,0,0,0,1533,5534,-4001
2008-11-21,1671,5449,-3778,10,304,-294,0,0,0,1681,5753,-4072
2008-11-24,1514,4177,-2663,10,497,-487,0,0,0,1524,4674,-3150
2008-11-25,1567,3276,-1709,10,651,-641,0,0,0,1577,3927,-2350
2008-11-26,1835,3012,-1177,10,425,-415,0,0,0,1845,3437,-1592
2008-11-27,2387,2207,180,10,155,-145,0,0,0,2397,2362,35
2008-11-28,3383,2247,1136,10,314,-304,0,0,0,3393,2561,832
2008-12-01,2458,1403,1055,10,77,-67,0,92,-92,2468,1572,896
2008-12-02,1796,1364,432,10,1063,-1053,0,92,-92,1806,2519,-713
2008-12-03,1902,1146,756,10,1282,-1272,0,92,-92,1912,2520,-608
2008-12-04,1893,1297,596,10,1202,-1192,1,92,-91,1904,2591,-687
2008-12-05,2203,1286,917,10,1170,-1160,1,92,-91,2214,2548,-334
2008-12-08,4103,1262,2841,10,544,-534,0,92,-92,4113,1898,2215
2008-12-09,3540,1496,2044,10,1369,-1359,0,0,0,3550,2865,685
2008-12-10,3103,1724,1379,10,828,-818,0,0,0,3113,2552,561
2008-12-11,2908,1723,1185,10,1803,-1793,0,0,0,2918,3526,-608
2008-12-12,3269,2216,1053,10,1550,-1540,1,0,1,3280,3766,-486
2008-12-15,3067,2085,982,10,1691,-1681,1,0,1,3078,3776,-698
2008-12-16,2791,2372,419,10,1426,-1416,0,0,0,2801,3798,-997
2008-12-17,3646,1826,1820,10,2575,-2565,0,0,0,3656,4401,-745
2008-12-18,2247,1198,1049,10,1164,-1154,0,0,0,2257,2362,-105
2008-12-19,2188,1150,1038,10,764,-754,0,0,0,2198,1914,284
2008-12-22,2131,2793,-662,10,1722,-1712,0,92,-92,2141,4607,-2466
2008-12-23,2147,3681,-1534,10,1393,-1383,0,92,-92,2157,5166,-3009
2008-12-24,2320,2740,-420,10,933,-923,0,92,-92,2330,3765,-1435
2008-12-25,2412,1945,467,10,995,-985,0,92,-92,2422,3032,-610
2008-12-26,2506,1974,532,10,1604,-1594,0,92,-92,2516,3670,-1154
2008-12-29,2659,1913,746,10,1254,-1244,0,92,-92,2669,3259,-590
2008-12-30,2585,2012,573,10,916,-906,0,92,-92,2595,3020,-425
2008-12-31,1727,2388,-661,10,1844,-1834,0,0,0,1737,4232,-2495
2009-01-05,1609,1627,-18,10,1630,-1620,0,0,0,1619,3257,-1638
2009-01-06,1920,1315,605,10,1662,-1652,0,0,0,1930,2977,-1047
2009-01-07,2039,1053,986,10,1660,-1650,0,0,0,2049,2713,-664
2009-01-08,1995,1559,436,10,2256,-2246,0,0,0,2005,3815,-1810
2009-01-09,2543,1695,848,10,1860,-1850,0,0,0,2553,3555,-1002
2009-01-10,2507,1915,592,10,1860,-1850,0,0,0,2517,3775,-1258
2009-01-12,2649,2018,631,10,1550,-1540,0,0,0,2659,3568,-909
2009-01-13,2930,1904,1026,10,983,-973,0,0,0,2940,2887,53
2009-01-14,3022,2143,879,11,1764,-1753,0,0,0,3033,3907,-874
2009-01-15,3153,3116,37,11,1286,-1275,2,0,2,3166,4402,-1236
2009-01-16,3469,2915,554,11,1325,-1314,2,0,2,3482,4240,-758
2009-01-17,3456,2958,498,11,1325,-1314,2,0,2,3469,4283,-814
2009-01-19,3541,3656,-115,11,1956,-1945,2,0,2,3554,5612,-2058
2009-01-20,1915,4946,-3031,11,1430,-1419,2,0,2,1928,6376,-4448
2009-01-21,728,5287,-4559,259,77,182,0,0,0,987,5364,-4377
2009-02-02,1059,5561,-4502,1040,2,1038,0,0,0,2099,5563,-3464
2009-02-03,1375,5416,-4041,1238,2,1236,0,0,0,2613,5418,-2805
2009-02-04,1978,5321,-3343,988,90,898,0,0,0,2966,5411,-2445
2009-02-05,1793,5790,-3997,408,2,406,0,0,0,2201,5792,-3591
2009-02-06,1779,5888,-4109,468,2,466,0,0,0,2247,5890,-3643
2009-02-09,1732,5913,-4181,67,529,-462,0,0,0,1799,6442,-4643
2009-02-10,2453,5938,-3485,67,145,-78,0,0,0,2520,6083,-3563
2009-02-11,2661,5947,-3286,1136,2,1134,0,0,0,3797,5949,-2152
2009-02-12,2336,5747,-3411,11,109,-98,0,0,0,2347,5856,-3509
2009-02-13,2393,5183,-2790,1044,2,1042,0,0,0,3437,5185,-1748
2009-02-16,2678,4908,-2230,11,120,-109,0,0,0,2689,5028,-2339
2009-02-17,2153,4864,-2711,35,959,-924,0,0,0,2188,5823,-3635
2009-02-18,1417,390,1027,1004,0,1004,0,0,0,2421,390,2031
2009-02-19,1986,486,1500,1186,0,1186,0,0,0,3172,486,2686
2009-02-20,1649,820,829,311,0,311,0,0,0,1960,820,1140
2009-02-23,2239,835,1404,1472,0,1472,0,0,0,3711,835,2876
2009-02-24,2276,1029,1247,823,0,823,0,0,0,3099,1029,2070
2009-02-25,2424,885,1539,1137,0,1137,0,0,0,3561,885,2676
2009-02-26,1689,1535,154,980,0,980,0,0,0,2669,1535,1134
2009-02-27,2262,1165,1097,1609,0,1609,0,0,0,3871,1165,2706
2009-03-02,1726,2980,-1254,403,0,403,0,0,0,2129,2980,-851
2009-03-03,2045,2695,-650,1303,0,1303,0,0,0,3348,2695,653
2009-03-04,2792,2226,566,1961,0,1961,0,0,0,4753,2226,2527
2009-03-05,2812,1592,1220,1395,0,1395,0,0,0,4207,1592,2615
2009-03-06,3217,1340,1877,2066,0,2066,0,0,0,5283,1340,3943
2009-03-09,3057,1962,1095,807,0,807,0,0,0,3864,1962,1902
2009-03-10,3262,2497,765,639,0,639,0,0,0,3901,2497,1404
2009-03-11,3181,2519,662,923,0,923,0,0,0,4104,2519,1585
2009-03-12,2923,2838,85,1440,0,1440,0,0,0,4363,2838,1525
2009-03-13,3057,2726,331,2177,0,2177,0,0,0,5234,2726,2508
2009-03-16,3407,3099,308,1188,0,1188,0,0,0,4595,3099,1496
2009-03-17,3209,3464,-255,1746,0,1746,0,0,0,4955,3464,1491
2009-03-18,2431,216,2215,70,1065,-995,0,0,0,2501,1281,1220
2009-03-19,2769,942,1827,144,846,-702,0,0,0,2913,1788,1125
2009-03-20,2595,2631,-36,148,1062,-914,0,5,-5,2743,3698,-955
2009-03-23,2508,2309,199,355,694,-339,0,9,-9,2863,3012,-149
2009-03-24,2485,1577,908,40,1450,-1410,0,17,-17,2525,3044,-519
2009-03-25,2254,2307,-53,9,842,-833,0,17,-17,2263,3166,-903
2009-03-26,2216,2534,-318,8,1418,-1410,0,1,-1,2224,3953,-1729
2009-03-27,2142,3081,-939,8,1420,-1412,0,11,-11,2150,4512,-2362
2009-03-30,1872,4692,-2820,8,1734,-1726,0,10,-10,1880,6436,-4556
2009-03-31,1776,4967,-3191,8,727,-719,0,17,-17,1784,5711,-3927
2009-04-01,1988,4641,-2653,8,288,-280,0,3,-3,1996,4932,-2936
2009-04-02,2193,3319,-1126,8,424,-416,23,0,23,2224,3743,-1519
2009-04-03,2124,2751,-627,8,1275,-1267,23,0,23,2155,4026,-1871
2009-04-06,2299,2682,-383,8,1792,-1784,0,5,-5,2307,4479,-2172
2009-04-07,2389,2556,-167,8,1116,-1108,1,0,1,2398,3672,-1274
2009-04-08,2375,3615,-1240,0,1989,-1989,0,24,-24,2375,5628,-3253
2009-04-09,2495,2768,-273,0,1060,-1060,20,0,20,2515,3828,-1313
2009-04-10,2602,3342,-740,0,1416,-1416,47,0,47,2649,4758,-2109
2009-04-13,2641,2703,-62,0,2261,-2261,47,0,47,2688,4964,-2276
2009-04-14,3609,3214,395,0,2205,-2205,0,0,0,3609,5419,-1810
2009-04-15,2705,423,2282,527,144,383,0,0,0,3232,567,2665
2009-04-16,1942,992,950,578,194,384,0,4,-4,2520,1190,1330
2009-04-17,2020,1117,903,631,991,-360,0,37,-37,2651,2145,506
2009-04-20,1631,1292,339,1548,1061,487,0,0,0,3179,2353,826
2009-04-21,1565,2157,-592,1543,702,841,0,0,0,3108,2859,249
2009-04-22,1666,1495,171,556,619,-63,0,0,0,2222,2114,108
2009-04-23,1915,1363,552,447,420,27,0,0,0,2362,1783,579
2009-04-24,1988,1910,78,447,586,-139,0,0,0,2435,2496,-61
2009-04-27,2101,3362,-1261,766,964,-198,19,0,19,2886,4326,-1440
2009-04-28,2160,4403,-2243,1077,1022,55,0,3,-3,3237,5428,-2191
2009-04-29,2322,4887,-2565,1222,1086,136,0,1,-1,3544,5974,-2430
2009-04-30,6695,2988,3707,1232,1136,96,0,1,-1,7927,4125,3802
2009-05-04,7165,2353,4812,1232,1411,-179,0,1,-1,8397,3765,4632
2009-05-05,5325,3915,1410,834,1431,-597,0,0,0,6159,5346,813
2009-05-06,5475,3976,1499,854,899,-45,0,0,0,6329,4875,1454
2009-05-07,5089,3639,1450,740,922,-182,0,0,0,5829,4561,1268
2009-05-08,4947,4916,31,740,864,-124,0,0,0,5687,5780,-93
2009-05-11,5868,5227,641,740,871,-131,0,0,0,6608,6098,510
2009-05-12,4482,5916,-1434,740,1129,-389,0,0,0,5222,7045,-1823
2009-05-13,5378,6762,-1384,740,1065,-325,0,0,0,6118,7827,-1709
2009-05-14,5340,7979,-2639,740,1162,-422,0,0,0,6080,9141,-3061
2009-05-15,5971,6587,-616,826,1073,-247,0,0,0,6797,7660,-863
2009-05-18,5623,6096,-473,999,1083,-84,0,0,0,6622,7179,-557
2009-05-19,5433,6547,-1114,619,1211,-592,0,0,0,6052,7758,-1706
2009-05-20,1321,2347,-1026,366,90,276,0,0,0,1687,2437,-750
2009-05-21,933,2080,-1147,394,232,162,0,0,0,1327,2312,-985
2009-05-22,1574,2239,-665,451,216,235,0,0,0,2025,2455,-430
2009-05-25,1656,2332,-676,0,491,-491,0,2,-2,1656,2825,-1169
2009-05-26,1530,3121,-1591,0,782,-782,0,0,0,1530,3903,-2373
2009-05-27,1671,2376,-705,364,20,344,16,0,16,2051,2396,-345
2009-06-01,1896,3444,-1548,116,377,-261,16,0,16,2028,3821,-1793
2009-06-02,2836,3531,-695,137,577,-440,16,17,-1,2989,4125,-1136
2009-06-03,2916,3940,-1024,49,39,10,16,17,-1,2981,3996,-1015
2009-06-04,3438,5672,-2234,30,772,-742,16,12,4,3484,6456,-2972
2009-06-05,3776,5815,-2039,39,771,-732,16,0,16,3831,6586,-2755
2009-06-06,4013,4794,-781,47,771,-724,16,0,16,4076,5565,-1489
2009-06-08,4282,7049,-2767,86,1022,-936,16,0,16,4384,8071,-3687
2009-06-09,5204,7592,-2388,105,854,-749,0,0,0,5309,8446,-3137
2009-06-10,5853,6300,-447,86,421,-335,0,0,0,5939,6721,-782
2009-06-11,6190,4579,1611,200,530,-330,0,0,0,6390,5109,1281
2009-06-12,6712,4885,1827,290,1031,-741,0,0,0,7002,5916,1086
2009-06-15,9451,5922,3529,431,961,-530,0,0,0,9882,6883,2999
2009-06-16,8592,5507,3085,369,507,-138,0,0,0,8961,6014,2947
2009-06-17,770,6885,-6115,105,214,-109,0,0,0,875,7099,-6224
2009-06-18,1291,6804,-5513,163,589,-426,0,0,0,1454,7393,-5939
2009-06-19,1991,5076,-3085,161,760,-599,0,0,0,2152,5836,-3684
2009-06-22,2660,3729,-1069,642,931,-289,0,0,0,3302,4660,-1358
2009-06-23,1991,4785,-2794,692,904,-212,0,0,0,2683,5689,-3006
2009-06-24,2735,4264,-1529,1537,1032,505,0,0,0,4272,5296,-1024
2009-06-25,3926,3334,592,1326,1032,294,0,0,0,5252,4366,886
2009-06-26,4532,3222,1310,1259,1020,239,0,0,0,5791,4242,1549
2009-06-29,4691,2944,1747,958,981,-23,0,0,0,5649,3925,1724
2009-06-30,3191,2789,402,658,604,54,0,0,0,3849,3393,456
2009-07-01,4833,3009,1824,856,0,856,0,0,0,5689,3009,2680
2009-07-02,5409,3058,2351,768,130,638,0,0,0,6177,3188,2989
2009-07-03,4757,3010,1747,839,801,38,0,0,0,5596,3811,1785
2009-07-06,4888,2968,1920,811,1102,-291,0,0,0,5699,4070,1629
2009-07-07,4503,2535,1968,784,738,46,0,3,-3,5287,3276,2011
2009-07-08,2871,2331,540,558,723,-165,0,3,-3,3429,3057,372
2009-07-09,3012,2489,523,471,272,199,0,3,-3,3483,2764,719
2009-07-10,3832,2092,1740,474,790,-316,0,3,-3,4306,2885,1421
2009-07-13,2273,3235,-962,154,925,-771,0,3,-3,2427,4163,-1736
2009-07-14,5542,3873,1669,152,411,-259,0,3,-3,5694,4287,1407
2009-07-15,2609,1229,1380,324,28,296,0,0,0,2933,1257,1676
2009-07-16,2396,1381,1015,505,0,505,0,0,0,2901,1381,1520
2009-07-17,2661,1945,716,640,0,640,0,0,0,3301,1945,1356
2009-07-20,2831,1792,1039,183,252,-69,0,0,0,3014,2044,970
2009-07-21,2816,1865,951,204,387,-183,0,0,0,3020,2252,768
2009-07-22,2394,2129,265,357,0,357,0,0,0,2751,2129,622
2009-07-23,2568,2189,379,336,6,330,0,0,0,2904,2195,709
2009-07-24,1607,2270,-663,243,520,-277,0,0,0,1850,2790,-940
2009-07-27,2016,2295,-279,200,69,131,0,0,0,2216,2364,-148
2009-07-28,2178,1740,438,700,0,700,0,0,0,2878,1740,1138
2009-07-29,1913,2075,-162,103,315,-212,0,0,0,2016,2390,-374
2009-07-30,2171,2912,-741,497,652,-155,0,0,0,2668,3564,-896
2009-07-31,2453,2945,-492,1012,518,494,0,0,0,3465,3463,2
2009-08-03,2470,3059,-589,498,744,-246,0,0,0,2968,3803,-835
2009-08-04,2526,2431,95,315,914,-599,0,0,0,2841,3345,-504
2009-08-05,2607,2582,25,531,477,54,0,0,0,3138,3059,79
2009-08-06,3636,2384,1252,787,526,261,0,0,0,4423,2910,1513
2009-08-10,4813,2596,2217,998,797,201,0,0,0,5811,3393,2418
2009-08-11,5124,2898,2226,1549,604,945,0,0,0,6673,3502,3171
2009-08-12,4357,2859,1498,1567,722,845,0,0,0,5924,3581,2343
2009-08-13,4408,2220,2188,2138,376,1762,0,0,0,6546,2596,3950
2009-08-14,3987,1868,2119,1982,257,1725,0,0,0,5969,2125,3844
2009-08-17,3377,1665,1712,1446,1022,424,0,0,0,4823,2687,2136
2009-08-18,3525,1834,1691,588,1069,-481,0,0,0,4113,2903,1210
2009-08-19,942,1389,-447,40,437,-397,0,0,0,982,1826,-844
2009-08-20,1215,1287,-72,40,609,-569,0,0,0,1255,1896,-641
