date,txf_dealer_long_oi,txf_dealer_short_oi,txf_dealer_net_oi,txf_foreigner_long_oi,txf_foreigner_short_oi,txf_foreigner_net_oi,txf_trust_long_oi,txf_trust_short_oi,txf_trust_net_oi,txf_long_oi,txf_short_oi,txf_net_oi
2020-12-15,29977,9593,20384,56653,56994,-341,12010,30283,-18273,98640,96870,1770
2020-12-16,24142,6155,17987,43369,47014,-3645,12487,29185,-16698,79998,82354,-2356
2020-12-17,25029,5504,19525,42324,49210,-6886,12298,29217,-16919,79651,83931,-4280
2020-12-18,24715,5887,18828,44345,50312,-5967,12245,29220,-16975,81305,85419,-4114
2020-12-21,25031,5722,19309,45919,50492,-4573,12402,28709,-16307,83352,84923,-1571
2020-12-22,25349,6297,19052,43988,49710,-5722,12261,29516,-17255,81598,85523,-3925
2020-12-23,24590,6094,18496,41861,48660,-6799,12383,28906,-16523,78834,83660,-4826
2020-12-24,24354,6265,18089,43405,47904,-4499,12499,28674,-16175,80258,82843,-2585
2020-12-25,25360,5982,19378,42539,48287,-5748,12482,28315,-15833,80381,82584,-2203
2020-12-28,26445,6163,20282,42701,52067,-9366,12530,27774,-15244,81676,86004,-4328
2020-12-29,26754,5705,21049,43212,52802,-9590,12543,27772,-15229,82509,86279,-3770
2020-12-30,24659,5410,19249,47884,54421,-6537,12669,27003,-14334,85212,86834,-1622
2020-12-31,26060,5565,20495,47023,56345,-9322,12690,25887,-13197,85773,87797,-2024
2021-01-04,27483,5910,21573,47304,57524,-10220,12858,25023,-12165,87645,88457,-812
2021-01-05,28458,6224,22234,47213,58138,-10925,12852,25091,-12239,88523,89453,-930
2021-01-06,28872,7036,21836,47161,58291,-11130,12893,25013,-12120,88926,90340,-1414
2021-01-07,29952,6675,23277,48671,61467,-12796,12945,23913,-10968,91568,92055,-487
2021-01-08,29659,6595,23064,51101,66427,-15326,12971,23137,-10166,93731,96159,-2428
2021-01-11,31217,7287,23930,50064,68908,-18844,12994,23112,-10118,94275,99307,-5032
2021-01-12,31890,8541,23349,52701,71902,-19201,12920,23119,-10199,97511,103562,-6051
2021-01-13,31078,7378,23700,53259,74794,-21535,13051,22457,-9406,97388,104629,-7241
2021-01-14,33241,8096,25145,49059,77177,-28118,13067,22699,-9632,95367,107972,-12605
2021-01-15,32449,7733,24716,45754,70606,-24852,13029,22511,-9482,91232,100850,-9618
2021-01-18,33041,6716,26325,48758,76741,-27983,12966,22616,-9650,94765,106073,-11308
2021-01-19,32007,5739,26268,39270,69252,-29982,13225,21902,-8677,84502,96893,-12391
2021-01-20,25776,4645,21131,33210,49927,-16717,13104,22325,-9221,72090,76897,-4807
2021-01-21,26331,4736,21595,30347,50928,-20581,13036,21045,-8009,69714,76709,-6995
2021-01-22,27528,4502,23026,29227,56778,-27551,13286,21602,-8316,70041,82882,-12841
2021-01-25,28482,4817,23665,29970,59093,-29123,13142,21865,-8723,71594,85775,-14181
2021-01-26,28718,5900,22818,30505,58009,-27504,12876,22833,-9957,72099,86742,-14643
2021-01-27,27430,5862,21568,31457,59563,-28106,12761,22822,-10061,71648,88247,-16599
2021-01-28,27533,6511,21022,31669,59476,-27807,12346,23259,-10913,71548,89246,-17698
2021-01-29,28592,7686,20906,35390,52756,-17366,12070,24133,-12063,76052,84575,-8523
2021-02-01,28105,7022,21083,34878,54502,-19624,12262,23356,-11094,75245,84880,-9635
2021-02-02,28331,7458,20873,35017,53872,-18855,12566,21986,-9420,75914,83316,-7402
2021-02-03,27890,5568,22322,29485,51227,-21742,12552,21984,-9432,69927,78779,-8852
2021-02-04,28533,6519,22014,30951,51840,-20889,12539,22421,-9882,72023,80780,-8757
2021-02-05,27939,5740,22199,33261,55922,-22661,12490,21986,-9496,73690,83648,-9958
2021-02-17,24698,4244,20454,26950,43941,-16991,13015,20256,-7241,64663,68441,-3778
2021-02-18,25192,3956,21236,26203,49352,-23149,13011,19733,-6722,64406,73041,-8635
2021-02-19,25918,4415,21503,25014,46952,-21938,12860,19952,-7092,63792,71319,-7527
2021-02-22,26423,3862,22561,23744,49931,-26187,12999,19936,-6937,63166,73729,-10563
2021-02-23,26651,4493,22158,24750,52542,-27792,13013,19725,-6712,64414,76760,-12346
2021-02-24,25769,4697,21072,24216,53364,-29148,12845,20380,-7535,62830,78441,-15611
2021-02-25,25909,5080,20829,25137,53619,-28482,13261,19837,-6576,64307,78536,-14229
2021-02-26,27163,7038,20125,26163,55598,-29435,13281,20842,-7561,66607,83478,-16871
2021-03-02,27215,7314,19901,29050,53803,-24753,13238,21042,-7804,69503,82159,-12656
2021-03-03,25960,6747,19213,26876,51837,-24961,13368,20496,-7128,66204,79080,-12876
2021-03-04,26170,7232,18938,26287,50037,-23750,13386,21149,-7763,65843,78418,-12575
2021-03-05,26515,7565,18950,26186,51881,-25695,13296,21575,-8279,65997,81021,-15024
2021-03-08,26916,8409,18507,27958,48152,-20194,13247,21569,-8322,68121,78130,-10009
2021-03-09,27834,8826,19008,26092,50017,-23925,13405,21373,-7968,67331,80216,-12885
2021-03-10,26172,6794,19378,26178,47858,-21680,13400,21362,-7962,65750,76014,-10264
2021-03-11,25512,6054,19458,24513,51651,-27138,13739,20291,-6552,63764,77996,-14232
2021-03-12,26859,5796,21063,22916,51775,-28859,13748,20286,-6538,63523,77857,-14334
2021-03-15,28255,6989,21266,24368,54673,-30305,13750,20290,-6540,66373,81952,-15579
2021-03-16,27877,8088,19789,28249,55150,-26901,13950,20272,-6322,70076,83510,-13434
2021-03-17,26272,3127,23145,21981,49331,-27350,13872,20288,-6416,62125,72746,-10621
2021-03-18,26148,3684,22464,22522,49236,-26714,13896,20265,-6369,62566,73185,-10619
2021-03-19,27759,4597,23162,22187,49580,-27393,13406,20311,-6905,63352,74488,-11136
2021-03-22,27001,4236,22765,22377,47330,-24953,13467,19892,-6425,62845,71458,-8613
2021-03-23,28479,4606,23873,21278,47255,-25977,14052,19891,-5839,63809,71752,-7943
2021-03-24,28710,4864,23846,20568,48786,-28218,13898,20424,-6526,63176,74074,-10898
2021-03-25,28127,4662,23465,21208,46313,-25105,13957,20424,-6467,63292,71399,-8107
2021-03-26,27619,4177,23442,25493,48328,-22835,14273,19662,-5389,67385,72167,-4782
2021-03-29,27812,4569,23243,25129,45470,-20341,14355,19645,-5290,67296,69684,-2388
2021-03-30,27764,4797,22967,26057,45422,-19365,14314,19337,-5023,68135,69556,-1421
2021-03-31,28076,5013,23063,23734,45113,-21379,14159,19555,-5396,65969,69681,-3712
2021-04-01,26987,4539,22448,24704,44520,-19816,14099,19337,-5238,65790,68396,-2606
2021-04-06,26632,4651,21981,25837,44958,-19121,14265,18797,-4532,66734,68406,-1672
2021-04-07,27623,4387,23236,20909,43776,-22867,14169,18806,-4637,62701,66969,-4268
2021-04-08,28302,4731,23571,21067,44429,-23362,14286,18480,-4194,63655,67640,-3985
2021-04-09,28363,5242,23121,19040,44492,-25452,14344,18492,-4148,61747,68226,-6479
2021-04-12,28292,5323,22969,18594,44566,-25972,14325,18494,-4169,61211,68383,-7172
2021-04-13,29666,6006,23660,20222,45628,-25406,14163,18898,-4735,64051,70532,-6481
2021-04-14,28556,4723,23833,19079,44249,-25170,14232,18901,-4669,61867,67873,-6006
2021-04-15,28666,4673,23993,19026,43620,-24594,14287,18364,-4077,61979,66657,-4678
2021-04-16,29576,4891,24685,19680,48530,-28850,14534,18147,-3613,63790,71568,-7778
2021-04-19,28213,5766,22447,23072,47607,-24535,14706,17830,-3124,65991,71203,-5212
2021-04-20,29716,6055,23661,22058,50890,-28832,14724,17842,-3118,66498,74787,-8289
2021-04-21,25741,2565,23176,17137,43805,-26668,14316,18062,-3746,57194,64432,-7238
2021-04-22,26587,3786,22801,16068,44802,-28734,14289,18267,-3978,56944,66855,-9911
2021-04-23,25808,3245,22563,17390,46847,-29457,14362,18061,-3699,57560,68153,-10593
2021-04-26,26265,3327,22938,17447,47933,-30486,14594,17418,-2824,58306,68678,-10372
2021-04-27,27493,3705,23788,17716,49167,-31451,14610,17421,-2811,59819,70293,-10474
2021-04-28,26737,2746,23991,15786,49127,-33341,14612,17423,-2811,57135,69296,-12161
2021-04-29,27147,2758,24389,16667,48675,-32008,14623,17441,-2818,58437,68874,-10437
2021-05-03,28492,4046,24446,17359,53610,-36251,14836,18114,-3278,60687,75770,-15083
2021-05-04,28979,4585,24394,17741,57105,-39364,14824,18840,-4016,61544,80530,-18986
2021-05-05,27135,4118,23017,16607,55361,-38754,14636,19346,-4710,58378,78825,-20447
2021-05-06,26726,4421,22305,18536,52710,-34174,14767,19068,-4301,60029,76199,-16170
2021-05-07,26223,3583,22640,17462,53492,-36030,15104,18411,-3307,58789,75486,-16697
2021-05-10,26412,3063,23349,18507,56026,-37519,15148,18466,-3318,60067,77555,-17488
2021-05-11,28260,4777,23483,22733,55251,-32518,14348,20125,-5777,65341,80153,-14812
2021-05-12,27112,4725,22387,26374,51237,-24863,14303,22081,-7778,67789,78043,-10254
2021-05-13,27569,5741,21828,26491,48283,-21792,14191,21690,-7499,68251,75714,-7463
2021-05-14,26525,6839,19686,28580,44104,-15524,14360,21242,-6882,69465,72185,-2720
2021-05-17,27226,6277,20949,26529,41935,-15406,14281,22708,-8427,68036,70920,-2884
2021-05-18,26452,5641,20811,29854,49958,-20104,14967,20369,-5402,71273,75968,-4695
2021-05-19,24202,2165,22037,20476,40557,-20081,14969,20373,-5404,59647,63095,-3448
2021-05-20,25132,2801,22331,20968,39951,-18983,14661,20712,-6051,60761,63464,-2703
2021-05-21,25482,3001,22481,20309,41629,-21320,14890,19944,-5054,60681,64574,-3893
2021-05-24,25779,2806,22973,20432,44702,-24270,14964,19732,-4768,61175,67240,-6065
2021-05-25,24588,3008,21580,20242,43186,-22944,15227,19068,-3841,60057,65262,-5205
2021-05-26,24780,2842,21938,20711,43305,-22594,15375,19064,-3689,60866,65211,-4345
2021-05-27,24668,2741,21927,19382,42736,-23354,15432,19277,-3845,59482,64754,-5272
2021-05-28,24137,2790,21347,20427,44493,-24066,15674,18511,-2837,60238,65794,-5556
2021-05-31,24327,3422,20905,20339,45091,-24752,15754,18284,-2530,60420,66797,-6377
2021-06-01,26002,4766,21236,21907,47184,-25277,16472,17973,-1501,64381,69923,-5542
2021-06-02,25969,5550,20419,21800,46329,-24529,17196,17976,-780,64965,69855,-4890
2021-06-03,26432,5327,21105,22313,47293,-24980,17706,17976,-270,66451,70596,-4145
2021-06-04,27358,6105,21253,21797,49636,-27839,18352,18401,-49,67507,74142,-6635
2021-06-07,28370,6483,21887,21672,49036,-27364,18480,18445,35,68522,73964,-5442
2021-06-08,28541,7130,21411,21029,49234,-28205,18535,18448,87,68105,74812,-6707
2021-06-09,28958,4700,24258,21243,49911,-28668,18398,18878,-480,68599,73489,-4890
2021-06-10,30280,4802,25478,19742,49414,-29672,18651,18188,463,68673,72404,-3731
2021-06-11,29546,4357,25189,20388,49507,-29119,18833,18193,640,68767,72057,-3290
2021-06-15,27610,3330,24280,21584,52853,-31269,19164,17861,1303,68358,74044,-5686
2021-06-16,22940,3128,19812,18165,47183,-29018,19427,17862,1565,60532,68173,-7641
2021-06-17,24455,3079,21376,19049,52137,-33088,19465,17859,1606,62969,73075,-10106
2021-06-18,24422,3452,20970,17862,49474,-31612,19452,17874,1578,61736,70800,-9064
2021-06-21,25421,4341,21080,19876,51350,-31474,19187,18537,650,64484,74228,-9744
2021-06-22,25415,5973,19442,18175,49247,-31072,19114,18528,586,62704,73748,-11044
2021-06-23,25518,7005,18513,18706,51170,-32464,19435,17781,1654,63659,75956,-12297
2021-06-24,25093,7474,17619,19912,51406,-31494,19506,17767,1739,64511,76647,-12136
2021-06-25,24206,6913,17293,19251,48745,-29494,19492,17569,1923,62949,73227,-10278
2021-06-28,24002,7078,16924,20029,50063,-30034,19479,17353,2126,63510,74494,-10984
2021-06-29,24190,6192,17998,20989,50291,-29302,19444,17353,2091,64623,73836,-9213
2021-06-30,23953,6926,17027,21787,50858,-29071,19634,16912,2722,65374,74696,-9322
2021-07-01,23513,5962,17551,21337,51250,-29913,19517,17125,2392,64367,74337,-9970
2021-07-02,23942,6618,17324,21386,50251,-28865,19526,17123,2403,64854,73992,-9138
2021-07-05,23681,7537,16144,22294,50374,-28080,19911,16577,3334,65886,74488,-8602
2021-07-06,23619,7020,16599,21759,50772,-29013,19832,16577,3255,65210,74369,-9159
2021-07-07,23187,6494,16693,22642,50077,-27435,19597,16796,2801,65426,73367,-7941
2021-07-08,23619,6311,17308,22156,49653,-27497,19625,16792,2833,65400,72756,-7356
2021-07-09,23255,6563,16692,21564,50304,-28740,19362,16910,2452,64181,73777,-9596
2021-07-12,23224,7393,15831,20711,49967,-29256,19609,16470,3139,63544,73830,-10286
2021-07-13,22648,8744,13904,22679,50891,-28212,19609,16468,3141,64936,76103,-11167
2021-07-14,22123,6707,15416,22147,49294,-27147,18413,16468,1945,62683,72469,-9786
2021-07-15,22649,6599,16050,21305,49348,-28043,18489,16138,2351,62443,72085,-9642
2021-07-16,23731,6460,17271,22340,51917,-29577,18399,16356,2043,64470,74733,-10263
2021-07-19,24873,6096,18777,18425,52291,-33866,18415,16504,1911,61713,74891,-13178
2021-07-20,24868,5888,18980,18414,54852,-36438,18222,17156,1066,61504,77896,-16392
2021-07-21,21836,4191,17645,16498,51703,-35205,18134,17305,829,56468,73199,-16731
2021-07-22,21790,4648,17142,17346,52533,-35187,18252,17072,1180,57388,74253,-16865
2021-07-23,21963,4958,17005,17456,52819,-35363,18123,16632,1491,57542,74409,-16867
2021-07-26,23444,4926,18518,17606,52043,-34437,17561,16978,583,58611,73947,-15336
2021-07-27,22555,5824,16731,17185,51925,-34740,17499,16980,519,57239,74729,-17490
2021-07-28,21862,5152,16710,16149,47605,-31456,16865,18095,-1230,54876,70852,-15976
2021-07-29,21698,5630,16068,18698,47064,-28366,17228,17319,-91,57624,70013,-12389
2021-07-30,20897,5036,15861,18212,46353,-28141,17207,17539,-332,56316,68928,-12612
2021-08-02,20098,4876,15222,19220,49031,-29811,17556,16987,569,56874,70894,-14020
2021-08-03,20457,4558,15899,19320,47865,-28545,17485,16950,535,57262,69373,-12111
2021-08-04,20118,4676,15442,20768,48086,-27318,17663,16726,937,58549,69488,-10939
2021-08-05,19767,4651,15116,19280,49563,-30283,17657,16654,1003,56704,70868,-14164
2021-08-06,20188,4605,15583,18997,47410,-28413,17520,16971,549,56705,68986,-12281
2021-08-09,19931,5084,14847,19257,45605,-26348,17533,17387,146,56721,68076,-11355
2021-08-10,20487,5702,14785,19021,46943,-27922,17380,17745,-365,56888,70390,-13502
2021-08-11,19682,5289,14393,16693,48400,-31707,17358,17966,-608,53733,71655,-17922
2021-08-12,19432,5213,14219,17811,48300,-30489,17371,17966,-595,54614,71479,-16865
2021-08-13,20297,5895,14402,17318,49400,-32082,17314,18270,-956,54929,73565,-18636
2021-08-16,19226,5583,13643,18458,46527,-28069,17191,18449,-1258,54875,70559,-15684
2021-08-17,18508,5692,12816,18559,45680,-27121,17327,18789,-1462,54394,70161,-15767
2021-08-18,16357,3928,12429,14825,42218,-27393,17474,18108,-634,48656,64254,-15598
2021-08-19,16031,5066,10965,15824,39660,-23836,17034,19030,-1996,48889,63756,-14867
2021-08-20,16510,5679,10831,16173,36813,-20640,16987,19238,-2251,49670,61730,-12060
2021-08-23,17061,5960,11101,17580,39793,-22213,17443,18132,-689,52084,63885,-11801
2021-08-24,16851,6524,10327,18600,39772,-21172,17544,17982,-438,52995,64278,-11283
2021-08-25,16337,5936,10401,19667,40684,-21017,17739,17544,195,53743,64164,-10421
2021-08-26,16803,5468,11335,17175,37104,-19929,17614,17542,72,51592,60114,-8522
2021-08-27,15686,6394,9292,17936,35507,-17571,16783,17002,-219,50405,58903,-8498
2021-08-30,16143,6830,9313,16685,35983,-19298,16953,16373,580,49781,59186,-9405
2021-08-31,16050,7743,8307,21774,40938,-19164,17024,15857,1167,54848,64538,-9690
2021-09-01,14876,6450,8426,21897,42096,-20199,17037,15845,1192,53810,64391,-10581
2021-09-02,14118,6442,7676,21671,37476,-15805,16892,16069,823,52681,59987,-7306
2021-09-03,14485,7603,6882,20410,40226,-19816,16771,15733,1038,51666,63562,-11896
2021-09-06,14283,7961,6322,21392,37688,-16296,16744,15939,805,52419,61588,-9169
2021-09-07,14822,8504,6318,20306,35886,-15580,15964,15944,20,51092,60334,-9242
2021-09-08,13655,7043,6612,20623,34820,-14197,15677,16487,-810,49955,58350,-8395
2021-09-09,14360,7182,7178,22436,34091,-11655,14941,16487,-1546,51737,57760,-6023
2021-09-10,14890,7435,7455,22919,37221,-14302,15030,15989,-959,52839,60645,-7806
2021-09-13,17000,8654,8346,22015,37418,-15403,15006,16104,-1098,54021,62176,-8155
2021-09-14,15819,8487,7332,23342,38710,-15368,15112,16095,-983,54273,63292,-9019
2021-09-15,16219,4844,11375,16495,31581,-15086,14244,16307,-2063,46958,52732,-5774
2021-09-16,16879,4999,11880,15674,33671,-17997,14165,16528,-2363,46718,55198,-8480
2021-09-17,16742,5989,10753,17970,34583,-16613,14217,16506,-2289,48929,57078,-8149
2021-09-22,18394,5421,12973,16336,34164,-17828,12955,17206,-4251,47685,56791,-9106
2021-09-23,18650,5621,13029,18329,34797,-16468,13094,16906,-3812,50073,57324,-7251
2021-09-24,18225,5659,12566,19014,36477,-17463,13165,16528,-3363,50404,58664,-8260
2021-09-27,18873,6373,12500,20034,39360,-19326,13176,16518,-3342,52083,62251,-10168
2021-09-28,19190,6782,12408,18151,36597,-18446,12434,16640,-4206,49775,60019,-10244
2021-09-29,19975,6369,13606,18110,36280,-18170,11987,17513,-5526,50072,60162,-10090
2021-09-30,20433,6681,13752,20010,36741,-16731,12194,17186,-4992,52637,60608,-7971
2021-10-01,21131,7293,13838,24484,37521,-13037,12100,18183,-6083,57715,62997,-5282
2021-10-04,20901,7470,13431,25458,36615,-11157,12265,18200,-5935,58624,62285,-3661
2021-10-05,21961,7282,14679,21656,38785,-17129,12618,18127,-5509,56235,64194,-7959
2021-10-06,20787,5685,15102,23353,37095,-13742,12642,18125,-5483,56782,60905,-4123
2021-10-07,20532,7268,13264,21783,40063,-18280,12949,17293,-4344,55264,64624,-9360
2021-10-08,21460,7522,13938,19757,40901,-21144,12851,17514,-4663,54068,65937,-11869
2021-10-12,22296,9066,13230,21797,37431,-15634,12734,17965,-5231,56827,64462,-7635
2021-10-13,21171,8356,12815,20524,38960,-18436,12747,18099,-5352,54442,65415,-10973
2021-10-14,20684,8064,12620,23632,39759,-16127,12783,18088,-5305,57099,65911,-8812
2021-10-15,21145,7863,13282,23033,40683,-17650,13316,17122,-3806,57494,65668,-8174
2021-10-18,21114,7831,13283,24078,43080,-19002,13423,17088,-3665,58615,67999,-9384
2021-10-19,20330,8641,11689,22924,41130,-18206,13824,16754,-2930,57078,66525,-9447
2021-10-20,18454,3602,14852,17323,34786,-17463,14047,16753,-2706,49824,55141,-5317
2021-10-21,19478,3646,15832,19664,37827,-18163,12801,16738,-3937,51943,58211,-6268
2021-10-22,19443,3358,16085,19291,39293,-20002,12719,16736,-4017,51453,59387,-7934
2021-10-25,19523,3515,16008,19108,39136,-20028,12703,16738,-4035,51334,59389,-8055
2021-10-26,19860,4960,14900,20112,42177,-22065,12776,16455,-3679,52748,63592,-10844
2021-10-27,20457,3746,16711,19594,42260,-22666,12699,16452,-3753,52750,62458,-9708
2021-10-28,20600,3852,16748,19933,42347,-22414,12583,16455,-3872,53116,62654,-9538
2021-10-29,22083,4284,17799,19062,42904,-23842,12485,16619,-4134,53630,63807,-10177
2021-11-01,22289,4549,17740,20227,42311,-22084,12580,16396,-3816,55096,63256,-8160
2021-11-02,22463,5575,16888,21541,43984,-22443,12535,16507,-3972,56539,66066,-9527
2021-11-03,21401,4389,17012,20790,42324,-21534,12592,16497,-3905,54783,63210,-8427
2021-11-04,21452,4375,17077,20776,43873,-23097,12612,16176,-3564,54840,64424,-9584
2021-11-05,21944,4045,17899,22740,44136,-21396,12650,15701,-3051,57334,63882,-6548
2021-11-08,21427,4109,17318,24888,42343,-17455,12763,15481,-2718,59078,61933,-2855
2021-11-09,20617,4158,16459,25784,39366,-13582,12714,15162,-2448,59115,58686,429
2021-11-10,21292,3836,17456,23757,40270,-16513,12634,14882,-2248,57683,58988,-1305
2021-11-11,20986,4481,16505,23348,41338,-17990,12592,14595,-2003,56926,60414,-3488
2021-11-12,20371,4148,16223,25699,42670,-16971,12638,14588,-1950,58708,61406,-2698
2021-11-15,19721,4221,15500,29454,45033,-15579,12616,14269,-1653,61791,63523,-1732
2021-11-16,18962,5435,13527,29676,44739,-15063,12678,14267,-1589,61316,64441,-3125
2021-11-17,17274,3451,13823,22930,38480,-15550,12770,14117,-1347,52974,56048,-3074
2021-11-18,17291,3883,13408,24175,42115,-17940,12713,13956,-1243,54179,59954,-5775
2021-11-19,17598,3718,13880,22931,42698,-19767,12583,13957,-1374,53112,60373,-7261
2021-11-22,17656,4122,13534,26119,44775,-18656,12582,13957,-1375,56357,62854,-6497
2021-11-23,18593,4469,14124,25391,44098,-18707,12442,14287,-1845,56426,62854,-6428
2021-11-24,18151,4112,14039,26591,45556,-18965,12388,14287,-1899,57130,63955,-6825
2021-11-25,18487,3966,14521,26150,46472,-20322,12376,14287,-1911,57013,64725,-7712
2021-11-26,18179,4586,13593,25483,45526,-20043,12157,14940,-2783,55819,65052,-9233
2021-11-29,17321,4546,12775,27290,45770,-18480,12207,14945,-2738,56818,65261,-8443
2021-11-30,19546,4991,14555,25816,47610,-21794,12287,14972,-2685,57649,67573,-9924
2021-12-01,18517,4812,13705,27067,48641,-21574,12410,14480,-2070,57994,67933,-9939
2021-12-02,18076,5169,12907,25754,47612,-21858,12479,14320,-1841,56309,67101,-10792
2021-12-03,18793,5126,13667,25658,47825,-22167,12481,14315,-1834,56932,67266,-10334
2021-12-06,20154,6101,14053,26877,50907,-24030,12477,14317,-1840,59508,71325,-11817
2021-12-07,20974,5968,15006,25350,51568,-26218,13726,14213,-487,60050,71749,-11699
2021-12-08,18022,4102,13920,25001,50415,-25414,14295,14166,129,57318,68683,-11365
2021-12-09,17793,4144,13649,25804,50404,-24600,14368,14171,197,57965,68719,-10754
2021-12-10,18450,3966,14484,24508,50924,-26416,14425,14172,253,57383,69062,-11679
2021-12-13,19017,4800,14217,27013,52763,-25750,14398,14382,16,60428,71945,-11517
2021-12-14,20214,6095,14119,26018,52546,-26528,14556,14812,-256,60788,73453,-12665
2021-12-15,16895,1969,14926,20890,46678,-25788,14959,14817,142,52744,63464,-10720
2021-12-16,17043,1873,15170,21203,47733,-26530,15153,14378,775,53399,63984,-10585
2021-12-17,16673,2408,14265,22015,47429,-25414,15184,14379,805,53872,64216,-10344
2021-12-20,18173,2416,15757,21589,48231,-26642,14990,14663,327,54752,65310,-10558
2021-12-21,18020,2951,15069,22106,47519,-25413,15173,14333,840,55299,64803,-9504
2021-12-22,17966,2167,15799,21197,45391,-24194,15206,14323,883,54369,61881,-7512
2021-12-23,18213,2192,16021,22282,46148,-23866,15039,14107,932,55534,62447,-6913
2021-12-24,17674,2260,15414,23007,47663,-24656,15047,14107,940,55728,64030,-8302
2021-12-27,17598,2451,15147,25438,48898,-23460,15038,13892,1146,58074,65241,-7167
2021-12-28,17407,2919,14488,27786,50379,-22593,15120,13724,1396,60313,67022,-6709
2021-12-29,17622,2489,15133,29056,52147,-23091,15194,13568,1626,61872,68204,-6332
2021-12-30,17979,2345,15634,27306,52462,-25156,15287,13633,1654,60572,68440,-7868
2022-01-03,18361,2641,15720,26582,51758,-25176,15356,13514,1842,60299,67913,-7614
2022-01-04,19420,3025,16395,27113,51817,-24704,15524,13134,2390,62057,67976,-5919
2022-01-05,19120,2736,16384,27902,51989,-24087,16039,13136,2903,63061,67861,-4800
2022-01-06,17886,2973,14913,28444,51581,-23137,16069,13424,2645,62399,67978,-5579
2022-01-07,18625,3762,14863,25367,51976,-26609,15960,13718,2242,59952,69456,-9504
2022-01-10,19386,3732,15654,25419,50850,-25431,16080,13544,2536,60885,68126,-7241
2022-01-11,20127,3695,16432,23945,52262,-28317,16091,13590,2501,60163,69547,-9384
2022-01-12,19409,2479,16930,23031,51460,-28429,16250,13682,2568,58690,67621,-8931
2022-01-13,18412,3337,15075,24230,49927,-25697,16299,13670,2629,58941,66934,-7993
2022-01-14,18722,3063,15659,23473,48947,-25474,16304,13680,2624,58499,65690,-7191
2022-01-17,19996,5034,14962,24820,50454,-25634,16398,13616,2782,61214,69104,-7890
2022-01-18,20828,4608,16220,26327,50530,-24203,16409,14029,2380,63564,69167,-5603
2022-01-19,17330,2650,14680,21290,45781,-24491,16397,14674,1723,55017,63105,-8088
2022-01-20,18029,2413,15616,21835,46710,-24875,16497,14604,1893,56361,63727,-7366
2022-01-21,19036,3358,15678,21095,47110,-26015,16621,15286,1335,56752,65754,-9002
2022-01-24,19074,2925,16149,19591,46732,-27141,16795,15172,1623,55460,64829,-9369
2022-01-25,20838,3635,17203,17523,50251,-32728,16768,15760,1008,55129,69646,-14517
2022-01-26,20361,3784,16577,17849,49630,-31781,17240,15790,1450,55450,69204,-13754
2022-02-07,21511,3772,17739,18470,48730,-30260,16977,15334,1643,56958,67836,-10878
2022-02-08,21339,4114,17225,18868,48402,-29534,17122,15110,2012,57329,67626,-10297
2022-02-09,21816,4215,17601,20349,45801,-25452,17213,14880,2333,59378,64896,-5518
2022-02-10,21462,4555,16907,21723,42282,-20559,15808,14813,995,58993,61650,-2657
2022-02-11,21317,5555,15762,22969,41991,-19022,14010,14315,-305,58296,61861,-3565
2022-02-14,21858,5126,16732,20915,42060,-21145,13382,14682,-1300,56155,61868,-5713
2022-02-15,19424,5218,14206,23195,39586,-16391,13328,14836,-1508,55947,59640,-3693
2022-02-16,17473,3469,14004,19729,35153,-15424,12815,14316,-1501,50017,52938,-2921
2022-02-17,18005,3829,14176,21116,37563,-16447,12848,14373,-1525,51969,55765,-3796
2022-02-18,18298,3962,14336,22185,39394,-17209,12849,14418,-1569,53332,57774,-4442
2022-02-21,18627,3753,14874,20971,40455,-19484,12909,14432,-1523,52507,58640,-6133
